ID,F30,F32,F00,F01,F11
464464,RPQNMLRKJILFFCC77CA,C,安樂區,3,7
464465,RPRNMLRKJILFFCC87CA,C,中山區,3,2
464466,RPSNMLQKJILFFCC87CA,C,暖暖區,4,3
464467,RPVNMLQKJILFFBC08CA,C,中正區,3,3
464468,RPWNMLQKJILFFBC18CA,C,中正區,2,4
464469,RPOOMLQKJILFFBC47CA,C,中正區,3,7
464470,RPPOMLRKJILFFBC67CA,C,中正區,3,2
464471,RPQOMLRKJILFFBC77CA,C,信義區,4,9
464472,RPSNMLRKJILFFBC87CA,C,中正區,4,3
464473,RPTNMLRKJILFFBC97CA,C,中正區,3,3
464474,RPQNMLNLJILFFBC37CA,C,信義區,3,8
464475,RPQNMLRJKILFFBC67CA,C,中正區,3,2
464476,RPRNMLSLJILFFBC97CA,C,中正區,3,8
464477,RPSNMLSLJILFFBC08CA,C,中正區,3,8
464478,RPUNMLSLJILFFBC28CA,C,中正區,3,8
464479,RPOOMLSLJILFFBC77CA,C,信義區,3,2
464480,RPPNMLTLJILFFBC87CA,C,中正區,4,9
464481,RPRNMLNKKILFFBC47CA,C,信義區,3,8
464482,RPUNMLMLJILFFBC67CA,C,仁愛區,3,2
464483,RPWNMLRKJILFFBC28CA,C,中正區,3,3
464484,RPWNMLQKJILFFCC28CA,C,暖暖區,4,3
464485,RPROMLRKJILFFCC97CA,C,中山區,3,2
464486,RPUNMLSKJILFFCC28CA,C,暖暖區,3,2
464487,RPPNMLKLJILFFCC07CA,C,七堵區,3,2
464488,RPXNMLOLJILFFCC28CA,C,安樂區,4,3
464489,RPQOMLNLJILFFCC57CA,C,安樂區,3,2
464490,RPROMLNLJILFFCC67CA,C,暖暖區,4,3
464491,RPUNMLTLJILFFCC48CA,C,七堵區,3,2
464492,RPUQMLSJKILFFCC58CA,C,安樂區,3,2
464493,RPSNMLSJKILFFCC08CA,C,安樂區,4,3
464494,RPTNMLSJKILFFCC18CA,C,安樂區,4,3
464495,RPUNMLSJKILFFCC28CA,C,安樂區,4,3
464496,RPWNMLSJKILFFCC48CA,C,安樂區,3,3
464497,RPXNMLSJKILFFCC58CA,C,安樂區,4,3
464498,RPPOMLSJKILFFCC87CA,C,安樂區,4,3
464499,RPQOMLSJKILFFCC97CA,C,安樂區,4,3
464500,RPSOMLSJKILFFCC18CA,C,安樂區,4,3
464501,RPUOMLSJKILFFCC38CA,C,安樂區,4,3
464502,RPVOMLSJKILFFCC48CA,C,安樂區,4,3
464503,RPXNMLOKKILFFCC28CA,C,安樂區,4,9
464504,RPOOMLOKKILFFCC47CA,C,安樂區,4,9
464505,RPQOMLOKKILFFCC67CA,C,安樂區,4,9
464506,RPROMLOKKILFFCC77CA,C,安樂區,4,9
464507,RPSOMLOKKILFFCC87CA,C,安樂區,4,9
464508,RPTOMLOKKILFFCC97CA,C,七堵區,3,2
464509,RPWNMLLLJILFFCC08EA,C,七堵區,3,2
464510,RPUNMLPLJILFFCC28EA,C,安樂區,3,2
464511,RPXOMLSJKILFFCC68CA,C,安樂區,3,3
464512,RPPPMLSJKILFFCC97CA,C,安樂區,3,3
464513,RPQPMLSJKILFFCC08CA,C,安樂區,4,3
464514,RPRPMLSJKILFFCC18CA,C,安樂區,4,3
464515,RPSPMLSJKILFFCC28CA,C,安樂區,4,3
464516,RPTPMLSJKILFFCC38CA,C,安樂區,4,3
464517,RPVPMLSJKILFFCC58CA,C,安樂區,3,3
464518,RPWPMLSJKILFFCC68CA,C,安樂區,4,3
464519,RPOQMLSJKILFFCC97CA,C,安樂區,4,3
464520,RPPRMLSJKILFFCC18CA,C,安樂區,3,2
464521,RPOOMLMKKILFFCC27CA,C,安樂區,4,2
464522,RPVNMLTLJILFFCC58CA,C,暖暖區,4,9
464523,RPRNMLMJKILFFCC37CA,C,暖暖區,4,3
464524,RPPNMLOJKILFFCC37CA,C,暖暖區,4,3
464525,RPQNMLQLJILFFCC77CA,C,暖暖區,4,3
464526,RPRNMLLLJILFFCC37CA,C,暖暖區,3,9
464527,RPSNMLLLJILFFCC47CA,C,暖暖區,3,3
464528,RPVNMLRKJILFFBC18CA,C,中正區,4,3
464529,RPXOMLRKJILFFBC48CA,C,中正區,3,3
464530,RPOPMLRKJILFFBC67CA,C,中正區,2,4
464531,RPRNMLLLJILFFBC27CA,C,中正區,3,2
464532,RPQNMLLLJILFFBC17CA,C,中正區,5,8
464533,RPRNMLMLJILFFBC37CA,C,中正區,3,2
464534,RPWNMLSKJILFFBC38CA,C,信義區,3,8
464535,RPQNMLTLJILFFBC97CA,C,仁愛區,3,2
464536,RPUOMLLJKILFFBC57CA,C,中正區,2,4
464537,RPTNMLSJKILFFBC08CA,C,信義區,3,2
464538,RPTNMLLLJILFFCC57CA,C,暖暖區,3,9
464539,RPQOMLOLJILFFCC67CA,C,安樂區,3,3
464540,RPUNMLNLJILFFCC87CA,C,安樂區,3,3
464541,RPOOMLLLJILFFCC17CA,C,暖暖區,4,3
464542,RPQNMLOJKILFFCC47CA,C,暖暖區,3,9
464543,RPTNMLOJKILFFCC77CA,C,暖暖區,2,4
464544,RPTNMLQJKILFFCC97CA,C,安樂區,4,3
464545,RPUNMLQJKILFFCC08CA,C,安樂區,4,3
464546,RPROMLTJKILFFCC18CA,C,安樂區,3,3
464547,RPSOMLTJKILFFCC28CA,C,安樂區,4,3
464548,RPUOMLTJKILFFCC48CA,C,安樂區,4,3
464549,RPTNMLTJKILFFCC28CA,C,安樂區,4,3
464550,RPUNMLTJKILFFCC38CA,C,安樂區,4,3
464551,RPWNMLTJKILFFCC58CA,C,安樂區,3,3
464552,RPQQMLSJKILFFCC18CA,C,安樂區,3,3
464553,RPSQMLSJKILFFCC38CA,C,安樂區,4,3
464554,RPTQMLSJKILFFCC48CA,C,安樂區,3,3
464555,RPPNMLLLJILFFBC17DA,C,中正區,3,2
464556,RPPNMLNLJILFFCC57EA,C,暖暖區,3,9
464557,RPTNMLNLJILFFCC97EA,C,安樂區,3,7
464558,RPWNMLPLJILFFCC48EA,C,安樂區,3,3
464559,RPQRMLSJKILFFCC28CA,C,安樂區,3,9
464560,RPOPMLTJKILFFCC97CA,C,安樂區,4,3
464561,RPRPMLTJKILFFCC28CA,C,安樂區,4,3
464562,RPUPMLTJKILFFCC58CA,C,安樂區,4,3
464563,RPVPMLTJKILFFCC68CA,C,安樂區,4,3
464564,RPWPMLTJKILFFCC78CA,C,安樂區,4,3
464565,RPXNMLMKKILFFCC08CA,C,七堵區,4,9
464566,RPRNMLTKKILFFCC18CA,C,安樂區,4,3
464567,RPRNMLMLJILFFCC47CA,C,安樂區,4,3
464568,RPRNMLNLJILFFCC57CA,C,安樂區,3,2
464569,RPTNMLOLJILFFCC87CA,C,暖暖區,4,3
464570,RPUNMLOLJILFFCC97CA,C,安樂區,3,2
464571,RPWOMLOLJILFFCC28CA,C,安樂區,3,2
464572,RPUNMLSJKILFFBC18CA,C,仁愛區,3,2
464573,RPPNMLMJKILFFBC07CA,C,中正區,4,3
464574,RPWNMLSLJILFFBC48CA,C,中正區,3,2
464575,RPOOMLOLJILFFBC37CA,C,中正區,3,2
464576,RPPNMLLLKILFFBC17CA,C,仁愛區,1,4
464577,RPSNMLLLJILFFBC37CA,C,中正區,3,2
464578,RPPNMLMLJILFFBC17CA,C,仁愛區,3,8
464579,RPSNMLNLJILFFBC57CA,C,中正區,3,2
464580,RPWNMLNLJILFFBC97CA,C,信義區,4,9
464581,RPROMLQKKILFFBC87CA,C,信義區,4,9
464582,RPSNMLOLJILFFBC67CA,C,中正區,3,2
464583,RPXNMLOLJILFFBC18CA,C,中正區,1,4
464584,RPVOMLLJKILFFBC67CA,C,仁愛區,4,3
464585,RPTNMLTLJILFFBC28CA,C,中正區,3,9
464586,RPSNMLNLJILFFCC67CA,C,七堵區,3,2
464587,RPVNMLNLJILFFCC97CA,C,安樂區,3,9
464588,RPXNMLNLJILFFCC18CA,C,七堵區,4,9
464589,RPPOMLNLJILFFCC47CA,C,安樂區,4,3
464590,RPQNMLOLJILFFCC57CA,C,暖暖區,3,2
464591,RPRNMLTJKILFFCC08CA,C,七堵區,2,4
464592,RPQNMLQLJILFFBC77DA,C,中正區,3,2
464593,RPRNMLPJKILFFBC67DA,C,中正區,4,3
464594,RPQOMLMLJILFFCC67EA,C,七堵區,4,5
464595,RPSOMLMLJILFFCC87EA,C,七堵區,4,9
464596,RPTNMLPLJILFFCC08DA,C,安樂區,4,3
464597,RPTNMLQLJILFFCC18DA,C,安樂區,3,2
464598,RPOOMLSLJILFFCC97DA,C,安樂區,3,2
464599,RPOOMLQJKILFFCC77EA,C,七堵區,3,2
464600,RPRNMLRKKILFFCC97CA,C,安樂區,4,3
464601,RPUNMLLLKILFFCC77CA,C,安樂區,4,9
464602,RPRNMLOKKILFFCC67CA,C,暖暖區,4,9
464603,RPUNMLNKKILFFCC87CA,C,暖暖區,4,3
464604,RPSNMLMJKILFFCC47CA,C,暖暖區,3,9
464605,RPTNMLSLJILFFCC28CA,C,七堵區,3,3
464606,RPQOMLSLJILFFCC08CA,C,安樂區,4,9
464607,RPSOMLKMJILFFCC57CA,C,七堵區,3,2
464608,RPRNMLOLJILFFCC67CA,C,安樂區,4,9
464609,RPPNMLPLJILFFCC57CA,C,七堵區,4,9
464610,RPSNMLPLJILFFCC87CA,C,安樂區,3,2
464611,RPXNMLTLJILFFBC68CA,C,信義區,3,2
464612,RPRNMLPLJILFFBC67CA,C,中正區,3,2
464613,RPWNMLKMJILFFBC77CA,C,中正區,3,3
464614,RPPNMLLKKILFFBC07CA,C,中正區,4,3
464615,RPRNMLLKKILFFBC27CA,C,中正區,4,3
464616,RPPNMLRKKILFFBC67CA,C,信義區,5,2
464617,RPTNMLLLKILFFBC57CA,C,中正區,4,3
464618,RPQNMLOLJILFFBC47CA,C,中正區,2,4
464619,RPRNMLOLJILFFBC57CA,C,中正區,2,4
464620,RPPNMLTJKILFFBC77CA,C,中正區,3,7
464621,RPPNMLQLJILFFBC57CA,C,中正區,3,2
464622,RPVNMLSLJILFFBC38CA,C,中正區,3,2
464623,RPXOMLOLJILFFCC38CA,C,安樂區,3,3
464624,RPPNMLRLJILFFCC77CA,C,暖暖區,3,2
464625,RPOOMLTLJILFFCC97CA,C,中山區,3,5
464626,RPPRMLLJKILFFCC47CA,C,七堵區,3,5
464627,RPWNMLNKKILFFCC08CA,C,暖暖區,4,3
464628,RPXNMLNKKILFFCC18CA,C,暖暖區,4,3
464629,RPRNMLNKKILFFCC57CA,C,暖暖區,4,3
464630,RPSNMLNKKILFFCC67CA,C,暖暖區,4,3
464631,RPVNMLLLKILFFCC87CA,C,安樂區,4,9
464632,RPRRMLSJKILFFCC38CA,C,安樂區,3,9
464633,RPPNMLOLKILFFCC57CA,C,安樂區,3,3
464634,RPRNMLQJKILFFBC77DA,C,中正區,1,4
464635,RPVNMLMJKILFFCC77CA,C,暖暖區,3,8
464636,RPXOMLQJKILFFCC48CA,C,七堵區,1,4
464637,RPQNMLPJKILFFCC57CA,C,暖暖區,4,3
464638,RPQOMLTLJILFFCC18CA,C,中山區,3,2
464639,RPROMLTLJILFFCC28CA,C,安樂區,4,3
464640,RPPOMLSLJILFFCC18EA,C,七堵區,3,8
464641,RPRNMLLLKILFFCC67EA,C,七堵區,3,9
464642,RPROMLLJKILFFBC27CA,C,中正區,3,3
464643,RPQNMLKMJILFFBC17CA,C,信義區,3,8
464644,RPSOMLTLJILFFBC28CA,C,信義區,3,2
464645,RPVNMLSJKILFFBC28CA,C,信義區,3,7
464646,RPWNMLSJKILFFBC38CA,C,信義區,3,2
464647,RPSNMLQJKILFFBC77CA,C,信義區,3,2
464648,RPQNMLMKKILFFBC27CA,C,中正區,3,3
464649,RPPNMLOJKILFFBC27CA,C,中正區,4,3
464650,RPTOMLTLJILFFBC38CA,C,仁愛區,3,5
464651,RPUOMLTLJILFFBC48CA,C,中正區,4,3
464652,RPOOMLTLJILFFBC87CA,C,仁愛區,1,4
464653,RPPOMLTLJILFFBC97CA,C,信義區,4,9
464654,RPROMLTLJILFFBC18CA,C,仁愛區,3,3
464655,RPUNMLTLJILFFBC38CA,C,仁愛區,3,8
464656,RPWNMLTLJILFFBC58CA,C,仁愛區,3,2
464657,RPQNMLMLKILFFBC37CA,C,仁愛區,3,9
464658,RPQNMLPKKILFFCC87EA,C,暖暖區,3,9
464659,RPROMLNKKILFFCC77DA,C,安樂區,3,9
464660,RPWNMLTLJILFFCC68CA,C,安樂區,3,2
464661,RPXNMLTLJILFFCC78CA,C,安樂區,4,3
464662,RPRPMLKMJILFFCC57CA,C,安樂區,3,2
464663,RPTQMLLJKILFFCC77CA,C,安樂區,4,3
464664,RPUPMLKMJILFFCC87CA,C,中山區,3,2
464665,RPTRMLKMJILFFCC97CA,C,暖暖區,3,9
464666,RPQOMLQJKILFFCC77CA,C,七堵區,3,2
464667,RPPNMLRJKILFFCC67CA,C,安樂區,4,9
464668,RPQOMLRJKILFFCC87CA,C,暖暖區,3,9
464669,RPQOMLMKKILFFCC47CA,C,中山區,3,2
464670,RPQNMLSJKILFFCC87CA,C,暖暖區,2,4
464671,RPVNMLLLKILFFBC87DA,C,信義區,3,8
464672,RPWOMLLJKILFFBC87DA,C,中正區,1,4
464673,RPVOMLTJKILFFCC58CA,C,安樂區,3,2
464674,RPQNMLRKKILFFCC87CA,C,中山區,3,2
464675,RPWNMLTKKILFFCC68CA,C,安樂區,3,2
464676,RPUNMLOKKILFFCC97CA,C,七堵區,3,2
464677,RPXQMLLJKILFFCC18CA,C,安樂區,4,3
464678,RPQNMLQJKILFFCC67CA,C,中山區,4,7
464679,RPWNMLQJKILFFCC28CA,C,安樂區,2,4
464680,RPOOMLLJKILFFCC07CA,C,暖暖區,3,2
464681,RPXQMLKMJILFFCC28CA,C,安樂區,3,9
464682,RPSNMLQLJHMFFBC08EA,C,信義區,3,7
464683,RPORMLLJKILFFCC57EA,C,安樂區,4,3
464684,RPPNMLPJKILFFCC67EA,C,安樂區,3,2
464685,RPRNMLPJKILFFCC87EA,C,安樂區,3,2
464686,RPTNMLNLKILFFBC77CA,C,信義區,3,2
464687,RPQNMLOJKILFFBC37CA,C,中正區,3,8
464688,RPSNMLOJKILFFBC57CA,C,仁愛區,3,2
464689,RPPNMLMKKILFFBC17CA,C,中正區,2,4
464690,RPTNMLMKKILFFBC57CA,C,中正區,3,2
464691,RPPOMLMKKILFFBC27CA,C,仁愛區,3,2
464692,RPQOMLMKKILFFBC37CA,C,中正區,5,3
464693,RPTNMLPKKILFFBC87CA,C,仁愛區,4,9
464694,RPPNMLRJKILFFBC57CA,C,仁愛區,4,3
464695,RPQOMLMJKILFFBC27CA,C,信義區,3,8
464696,RPQNMLMJKILFFBC17CA,C,中正區,2,4
464697,RPSOMLLJKILFFBC37CA,C,中正區,3,2
464698,RPXOMLLJKILFFBC87CA,C,中正區,3,2
464699,RPTNMLQLKILFFCC38EA,C,中山區,4,9
464700,RPPNMLMJKILFFCC17CA,C,暖暖區,3,2
464701,RPVNMLPKKILFFCC18CA,C,暖暖區,2,4
464702,RPXOMLTJKILFFCC78CA,C,安樂區,2,4
464703,RPTQMLTJKILFFCC58CA,C,安樂區,4,3
464704,RPPRMLTJKILFFCC28CA,C,安樂區,3,2
464705,RPUNMLQLKILFFCC28CA,C,安樂區,4,9
464706,RPQOMLQLKILFFCC97CA,C,安樂區,4,9
464707,RPTOMLQLKILFFCC28CA,C,安樂區,4,9
464708,RPRNMLNLKILFFBC67DA,C,中正區,3,3
464709,RPUNMLRJKILFFBC18DA,C,信義區,3,7
464710,RPOOMLQLKILFFCC77CA,C,安樂區,4,9
464711,RPSOMLQLKILFFCC18CA,C,安樂區,4,9
464712,RPVNMLQLKILFFCC38CA,C,安樂區,4,9
464713,RPWNMLQLKILFFCC48CA,C,安樂區,4,9
464714,RPWOMLQLKILFFCC58CA,C,安樂區,3,2
464715,RPTNMLLLKILFFCC67CA,C,安樂區,4,3
464716,RPOQMLTJKILFFCC08CA,C,安樂區,4,3
464717,RPQQMLTJKILFFCC28CA,C,安樂區,4,3
464718,RPPPMLTJKILFFCC08CA,C,安樂區,4,3
464719,RPTNMLPKKILFFCC97CA,C,七堵區,2,4
464720,RPRNMLQKKILFFCC87CA,C,暖暖區,2,4
464721,RPQOMLNKKILFFCC57CA,C,中山區,3,2
464722,RPUNMLTKKILFFCC48CA,C,安樂區,3,2
464723,RPPNMLQKKILFFCC67CA,C,暖暖區,3,9
464724,RPOQMLQJKILFFCC77CA,C,安樂區,3,2
464725,RPRNMLQJKILFFCC77CA,C,安樂區,4,9
464726,RPSOMLPJKILFFCC87CA,C,中山區,4,2
464727,RPROMLQJKILFFCC08EA,C,安樂區,3,8
464728,RPQNMLOKKILFFCC67DA,C,安樂區,3,2
464729,RPVNMLMJKILFFBC67CA,C,信義區,3,2
464730,RPRNMLOJKILFFBC47CA,C,中正區,3,2
464731,RPROMLMKKILFFBC47CA,C,信義區,3,9
464732,RPVNMLTJKILFFBC38CA,C,中正區,3,2
464733,RPOOMLMKKILFFBC17CA,C,中正區,4,3
464734,RPPNMLSJKILFFBC67CA,C,中正區,3,2
464735,RPWNMLTLKILFFBC68CA,C,中正區,3,2
464736,RPVPMLQJKILFFCC48DA,C,七堵區,4,8
464737,RPTNMLPLJHMFFBC08EA,C,中正區,3,2
464738,RPQNMLTKKILFFCC28EA,C,七堵區,3,2
464739,RPVOMLPJKILFFCC18CA,C,暖暖區,3,2
464740,RPPNMLQJKILFFCC57CA,C,七堵區,3,2
464741,RPVNMLQJKILFFCC18CA,C,七堵區,1,4
464742,RPTNMLRKKILFFCC18CA,C,暖暖區,4,3
464743,RPRQMLTJKILFFCC38CA,C,中山區,3,2
464744,RPQNMLMKKILFFCC37CA,C,七堵區,1,4
464745,RPPNMLSJKILFFCC77CA,C,中山區,3,2
464746,RPTOMLLLKILFFCC77CA,C,安樂區,4,3
464747,RPUNMLNLKILFFCC97CA,C,安樂區,3,3
464748,RPXNMLNLKILFFCC28CA,C,安樂區,4,3
464749,RPOOMLNLKILFFCC47CA,C,安樂區,4,3
464750,RPROMLNLKILFFCC77CA,C,安樂區,4,3
464751,RPSOMLNLKILFFCC87CA,C,安樂區,4,3
464752,RPTOMLNLKILFFCC97CA,C,安樂區,4,3
464753,RPUOMLNLKILFFCC08CA,C,安樂區,4,3
464754,RPVOMLNLKILFFCC18CA,C,安樂區,4,3
464755,RPRNMLKMKILFFCC47CA,C,安樂區,3,3
464756,RPOOMLRJKILFFCC67CA,C,七堵區,4,5
464757,RPPNMLLKKILFFCC17CA,C,七堵區,3,2
464758,RPXQMLTJKILFFCC98CA,C,七堵區,4,3
464759,RPSQMLTJKILFFCC48CA,C,中山區,4,2
464760,RPSNMLRKKILFFCC08CA,C,暖暖區,3,3
464761,RPPNMLNKKILFFCC37CA,C,安樂區,3,2
464762,RPXNMLQJKILFFCC38CA,C,七堵區,3,8
464763,RPPQMLQJKILFFCC87CA,C,七堵區,3,8
464764,RPWNMLOJJHMFFBC97DA,C,中正區,3,7
464765,RPSOMLNKKILFFCC97EA,C,安樂區,3,2
464766,RPROMLKMKILFFBC47CA,C,中正區,3,2
464767,RPUNMLTJKILFFBC28CA,C,信義區,3,2
464768,RPTNMLRJKILFFBC97CA,C,信義區,2,4
464769,RPPNMLQJKILFFBC47CA,C,中正區,4,3
464770,RPXNMLMKKILFFBC97CA,C,中正區,4,3
464771,RPUNMLPKKILFFBC97CA,C,信義區,3,2
464772,RPTOMLQKKILFFBC08CA,C,信義區,3,2
464773,RPQNMLSJKILFFBC77CA,C,中正區,3,7
464774,RPRNMLQLKILFFBC87CA,C,仁愛區,3,8
464775,RPPNMLSKJILFFBC97CD,C,信義區,4,8
464776,RPTNMLOJJHMFFBC67DA,C,信義區,3,9
464777,RPUPMLQJKILFFCC28CA,C,中山區,3,2
464778,RPWNMLOKKILFFCC18CA,C,七堵區,4,9
464779,RPWNMLPKKILFFCC28CA,C,暖暖區,3,9
464780,RPUOMLKLKILFFCC77CA,C,七堵區,3,2
464781,RPPOMLTJKILFFCC97CA,C,安樂區,3,9
464782,RPPNMLKKKILFFCC07CA,C,中山區,3,2
464783,RPPOMLRJKILFFCC77CA,C,暖暖區,3,9
464784,RPSNMLKMKILFFCC57CA,C,安樂區,4,9
464785,RPWQMLSJKILFFCC78CA,C,安樂區,4,9
464786,RPROMLMKKILFFCC57CA,C,七堵區,1,4
464787,RPORMLTJKILFFCC18CA,C,七堵區,3,2
464788,RPOOMLTJKILFFCC87CA,C,中山區,3,2
464789,RPSNMLQKKILFFCC97CA,C,安樂區,3,7
464790,RPVOMLOKKILFFCC18CA,C,暖暖區,4,3
464791,RPWOMLOKKILFFCC28CA,C,暖暖區,3,3
464792,RPVNMLOKKILFFCC08CA,C,七堵區,1,4
464793,RPOOMLNKKILFFCC37CA,C,七堵區,4,3
464794,RPWNMLTJKILFFBC58DA,C,仁愛區,3,8
464795,RPORMLSJKILFFCC28EA,C,安樂區,3,3
464796,RPQNMLOJJHMFFBC47EA,C,信義區,3,2
464797,RPQNMLTJKILFFBC87CA,C,信義區,3,2
464798,RPSNMLTJKILFFBC08CA,C,仁愛區,3,2
464799,RPTNMLTJKILFFBC18CA,C,中正區,3,3
464800,RPQNMLOKKILFFBC47CA,C,信義區,3,2
464801,RPRNMLOKKILFFBC57CA,C,信義區,1,4
464802,RPRNMLMKKILFFBC37CA,C,信義區,4,9
464803,RPQNMLLKKILFFBC17CA,C,中正區,3,3
464804,RPPNMLOJJHMFFBC17CA,C,信義區,3,2
464805,RPQNMLSKKHMFFBC08EA,C,仁愛區,3,2
464806,SPQNMLSKKHMFFBC18EA,C,仁愛區,3,2
464807,RPSNMLLLKILFFCC57CA,C,中山區,3,8
464808,RPSPMLTJKILFFCC38CA,C,安樂區,3,2
464809,RPQNMLLKKILFFCC27CA,C,安樂區,3,2
464810,RPQRMLTJKILFFCC38CA,C,七堵區,3,2
464811,RPSNMLMKKILFFCC57CA,C,安樂區,3,2
464812,RPXQMLSJKILFFCC88CA,C,暖暖區,1,4
464813,RPUOMLNJJHMFFCC77CA,C,安樂區,4,9
464814,RPVOMLNJJHMFFCC87CA,C,安樂區,4,9
464815,RPWOMLNJJHMFFCC97CA,C,安樂區,4,9
464816,RPXOMLNJJHMFFCC08CA,C,安樂區,4,9
464817,RPOPMLNJJHMFFCC27CA,C,安樂區,4,9
464818,RPPPMLNJJHMFFCC37CA,C,安樂區,3,9
464819,RPPOMLPJJHMFFCC47CA,C,安樂區,3,2
464820,RPQOMLLLKILFFCC47CA,C,中山區,3,8
464821,RPPNMLQLKILFFCC77CA,C,安樂區,3,2
464822,RPQNMLQLKILFFCC87CA,C,七堵區,3,2
464823,RPQPMLNJJHMFFCC47CA,C,安樂區,2,4
464824,RPPOMLNJJHMFFCC27CA,C,暖暖區,3,8
464825,RPUNMLQJJHMFFCC97CA,C,暖暖區,4,3
464826,RPTNMLMKKILFFCC67CA,C,七堵區,3,2
464827,RPUNMLMKKILFFCC77CA,C,安樂區,4,3
464828,RPSOMLKLKILFFCC57CA,C,七堵區,1,4
464829,RPQOMLKLKILFFCC37CA,C,七堵區,1,4
464830,RPWNMLKLKILFFCC87CA,C,安樂區,4,3
464831,RPXNMLKLKILFFCC97CA,C,暖暖區,3,2
464832,RPOOMLKLKILFFCC17CA,C,安樂區,3,3
464833,RPQNMLMKKILFFCC57EA,C,七堵區,1,4
464834,RPRNMLKLKILFFCC57EA,C,安樂區,3,2
464835,RPUNMLMKKILFFBC67CA,C,中正區,3,9
464836,RPSOMLMKKILFFBC57CA,C,仁愛區,3,2
464837,RPQNMLNKKILFFBC37CA,C,中正區,4,3
464838,RPSNMLNKKILFFBC57CA,C,仁愛區,4,2
464839,RPTNMLNKKILFFBC67CA,C,中正區,3,9
464840,RPUNMLNKKILFFBC77CA,C,中正區,3,3
464841,RPPNMLPKKILFFBC47CA,C,中正區,3,7
464842,RPSPMLQKKILFFBC08CA,C,中正區,3,2
464843,RPTNMLKLKILFFBC47CA,C,信義區,3,9
464844,RPPOMLLLKILFFBC27CA,C,信義區,4,3
464845,RPPNMLMJJHMFFBC96CA,C,中正區,3,2
464846,RPUNMLNLKILFFBC87CA,C,中正區,1,4
464847,RPOOMLNLKILFFBC37CA,C,中正區,3,9
464848,RPVNMLTLKILFFBC58CA,C,信義區,3,2
464849,RPOOMLKKJHMFFBC86CA,C,信義區,2,4
464850,RPPOMLKKJHMFFBC96CA,C,信義區,2,4
464851,RPQOMLKKJHMFFBC07CA,C,信義區,2,4
464852,RPROMLKKJHMFFBC17CA,C,信義區,2,4
464853,RPSOMLKKJHMFFBC27CA,C,信義區,2,4
464854,RPTOMLKKJHMFFBC37CA,C,信義區,2,4
464855,RPUOMLKKJHMFFBC47CA,C,信義區,2,4
464856,RPVOMLKKJHMFFBC57CA,C,信義區,2,4
464857,RPTNMLKKJHMFFBC27CA,C,仁愛區,3,3
464858,RPUNMLKKJHMFFBC37CA,C,仁愛區,3,3
464859,RPTNMLTKKILFFCC58EA,C,安樂區,3,2
464860,RPQNMLNKKILFFCC67EA,C,中山區,3,2
464861,RPSNMLOJJHMFFBC67EA,C,中正區,4,3
464862,RPWNMLMKKILFFCC08DA,C,安樂區,3,2
464863,RPXNMLLLKILFFCC08CA,C,七堵區,1,4
464864,RPPNMLSKKILFFCC87CA,C,七堵區,3,2
464865,RPPNMLOKKILFFCC47CA,C,安樂區,4,3
464866,RPXOMLOKKILFFCC38CA,C,七堵區,1,4
464867,RPRNMLPKKILFFCC77CA,C,七堵區,1,4
464868,RPWPMLNLKILFFCC38CA,C,安樂區,3,3
464869,RPRNMLTLKILFFCC28CA,C,安樂區,3,2
464870,RPPOMLMLKILFFCC47CA,C,安樂區,2,4
464871,RPQOMLMLKILFFCC57CA,C,七堵區,1,4
464872,RPXNMLKMKILFFBC08DA,C,仁愛區,1,4
464873,RPXOMLNLKILFFCC38CA,C,安樂區,4,3
464874,RPQPMLNLKILFFCC77CA,C,安樂區,3,3
464875,RPTPMLNLKILFFCC08CA,C,安樂區,4,3
464876,RPVPMLNLKILFFCC28CA,C,安樂區,4,3
464877,RPQOMLPJJHMFFCC57CA,C,安樂區,3,9
464878,RPTOMLLKJHMFFCC57CA,C,安樂區,2,4
464879,RPSNMLOKKILFFCC77CA,C,中山區,3,9
464880,RPTNMLOKKILFFCC87CA,C,暖暖區,3,9
464881,RPPOMLOKKILFFCC57CA,C,安樂區,3,3
464882,RPTOMLNKKILFFCC87CA,C,安樂區,3,3
464883,RPPNMLTKKILFFCC97CA,C,七堵區,3,3
464884,RPQNMLQKKILFFCC77CA,C,安樂區,3,2
464885,RPTOMLKLKILFFCC77DA,C,暖暖區,3,2
464886,RPWOMLKKJHMFFBC67CA,C,信義區,2,4
464887,RPXOMLKKJHMFFBC77CA,C,信義區,2,4
464888,RPSNMLLLKILFFBC47CA,C,信義區,3,9
464889,RPRNMLTJJHMFFBC87CA,C,信義區,3,2
464890,RPUNMLKLKILFFBC57CA,C,中正區,3,3
464891,RPPNMLKLKILFFBC07CA,C,信義區,3,2
464892,RPQNMLLLKILFFBC27CA,C,信義區,3,2
464893,RPSNMLOKKILFFBC67CA,C,中正區,3,3
464894,RPQNMLPKKILFFBC57CA,C,信義區,3,9
464895,RPRNMLPKKILFFBC67CA,C,仁愛區,3,2
464896,RPSNMLPKKILFFBC77CA,C,中正區,3,8
464897,RPQNMLQKKILFFBC67CA,C,中正區,3,7
464898,RPUOMLQKKILFFBC18CA,C,中正區,3,7
464899,RPVOMLQKKILFFBC28CA,C,中正區,4,7
464900,RPWOMLQKKILFFBC38CA,C,中正區,3,7
464901,RPXOMLQKKILFFBC48CA,C,中正區,3,7
464902,RPQOMLQKKILFFBC77CA,C,中正區,3,7
