ID,F30,F32,F00,F01,F11
440022,RPUNMLLLRHHFFCC97CA,C,暖暖區,1,4
440023,RPWNMLOLRHHFFCC48CA,C,暖暖區,3,3
440024,RPPNMLNKRHHFFCC57CA,C,暖暖區,3,2
440025,RPRNMLNKRHHFFCC77CA,C,暖暖區,3,3
440026,RPXNMLNKRHHFFCC38CA,C,七堵區,3,2
440027,RPWNMLLLRHHFFCC18CA,C,暖暖區,1,4
440028,RPRNMLLLRHHFFCC67CA,C,七堵區,3,9
440029,RPPNMLKLRHHFFCC37CA,C,安樂區,3,3
440030,RPUNMLSKRHHFFCC58CA,C,安樂區,1,4
440031,RPSNMLNKRHHFFCC87CA,C,安樂區,4,3
440032,RPTPMLMKRHHFFCC08CA,C,七堵區,3,2
440033,RPPNMLPJIIHFFCC86CA,C,安樂區,3,3
440034,RPXNMLQJJIHFFCC87CA,C,暖暖區,4,9
440035,RPSNMLSKRHHFFBC28CA,C,信義區,4,9
440036,RPRNMLPKRHHFFBC87CA,C,中正區,4,3
440037,RPTNMLRKRHHFFBC28CA,C,信義區,2,4
440038,RPTOMLQLRHHFFBC38CA,C,中正區,3,3
440039,RPSOMLPLRHHFFBC18CA,C,仁愛區,3,5
440040,RPVNMLOLRHHFFBC28CA,C,中正區,3,2
440041,RPPNMLOKRHHFFBC57CA,C,中正區,2,4
440042,RPVOMLNKRHHFFBC18CA,C,信義區,3,8
440043,RPVNMLMKRHHFFBC97CA,C,中正區,4,9
440044,RPPPMLMKRHHFFBC57CA,C,信義區,4,9
440045,RPOOMLMJIIHFFBC09CA,C,中正區,2,4
440046,RPQOMLMJIIHFFBC66CA,C,中正區,2,4
440047,RPROMLMJIIHFFBC76CA,C,中正區,2,4
440048,RPSOMLMJIIHFFBC86CA,C,中正區,2,4
440049,RPTOMLMJIIHFFBC96CA,C,中正區,2,4
440050,RPXNMLSJIIHFFBC87CA,C,信義區,4,3
440051,RPSNMLMKRHHFFBC77DA,C,信義區,4,8
440052,RPPOMLNKRHHFFCC77DA,C,七堵區,1,4
440053,RPROMLNKRHHFFCC97DA,C,安樂區,4,3
440054,RPSPMLMKRHHFFCC18EA,C,七堵區,1,4
440055,RPQNMLNKRHHFFCC87EA,C,安樂區,3,9
440056,RPPOMLNKRHHFFCC87EA,C,七堵區,4,8
440057,RPPNMLOKRHHFFCC77DA,C,安樂區,3,3
440058,RPOPMLNJIIHFFBC76DA,C,中正區,3,3
440059,RPPNMLOJIIHFFBC76DA,C,中正區,3,7
440060,RPVNMLKLRHHFFBC97DA,C,中正區,4,3
440061,RPROMLOKRHHFFBC97DA,C,仁愛區,3,2
440062,RPPNMLTJIIHFFBC17CA,C,信義區,3,9
440063,RPUOMLMJIIHFFBC07CA,C,中正區,2,4
440064,RPVOMLMJIIHFFBC17CA,C,中正區,2,4
440065,RPWOMLMJIIHFFBC27CA,C,中正區,2,4
440066,RPOPMLMJIIHFFBC56CA,C,中正區,2,4
440067,RPUNMLNJIIHFFBC07CA,C,中正區,2,4
440068,RPRNMLNJIIHFFBC76CA,C,中正區,2,4
440069,RPSNMLNJIIHFFBC86CA,C,中正區,2,4
440070,RPPNMLQJIIHFFBC86CA,C,中正區,4,3
440071,RPRPMLMKRHHFFBC77CA,C,中正區,3,2
440072,RPQNMLOKRHHFFBC67CA,C,中正區,2,4
440073,RPRNMLOKRHHFFBC77CA,C,中正區,2,4
440074,RPTNMLLLRHHFFBC77CA,C,信義區,3,8
440075,RPXNMLLKIIHFFCC37CA,C,暖暖區,3,9
440076,RPOOMLNJIIHFFCC66CA,C,安樂區,4,9
440077,RPSNMLRLRHHFFCC38CA,C,安樂區,3,2
440078,RPWNMLNKRHHFFCC28CA,C,七堵區,3,2
440079,RPQNMLNKRHHFFCC67CA,C,安樂區,3,9
440080,RPOOMLNKRHHFFCC57CA,C,七堵區,3,9
440081,RPRNMLRKRHHFFCC18CA,C,七堵區,3,2
440082,RPOOMLRKRHHFFBC87CA,C,中正區,4,3
440083,RPPPMLNJIIHFFBC76CA,C,信義區,3,2
440084,RPVNMLNJIIHFFBC17CA,C,中正區,2,4
440085,RPPNMLNJIIHFFBC56CA,C,中正區,2,4
440086,RPQOMLOKRHHFFBC87DA,C,信義區,3,2
440087,RPPOMLRKRHHFFBC08DA,C,中正區,3,2
440088,RPVNMLOKRHHFFCC38DA,C,安樂區,4,3
440089,RPUNMLOKRHHFFCC28DA,C,七堵區,3,9
440090,RPVNMLSKRHHFFCC78DA,C,安樂區,3,9
440091,RPWNMLSKRHHFFCC88DA,C,安樂區,3,3
440092,RPPOMLLLRHHFFCC67DA,C,暖暖區,3,2
440093,RPQOMLMKIIHFFCC96DA,C,安樂區,3,7
440094,RPPNMLRKRHHFFBC97DA,C,中正區,4,3
440095,RPOOMLSKRHHFFCC28EA,C,安樂區,4,3
440096,RPXNMLRKRHHFFBC68CA,C,中正區,3,3
440097,RPSNMLSLRHHFFBC38CA,C,中正區,3,3
440098,RPWNMLMJIIHFFBC17CA,C,中正區,3,3
440099,RPQNMLKLRHHFFCC47CA,C,暖暖區,3,2
440100,RPROMLMJIIHFFCC86CA,C,七堵區,3,3
440101,RPSNMLOJIIHFFCC07CA,C,中山區,3,2
440102,RPQOMLOLRHHFFCC97CA,C,安樂區,4,3
440103,RPWOMLPLRHHFFCC68CA,C,中山區,3,2
440104,RPTOMLPLRHHFFCC38CA,C,暖暖區,4,9
440105,RPVNMLKLRHHFFCC97CA,C,安樂區,3,2
440106,RPRNMLSKRHHFFCC28CA,C,暖暖區,3,2
440107,RPTNMLTKRHHFFCC58CA,C,安樂區,3,2
440108,RPPNMLSKRHHFFCC08CA,C,安樂區,3,3
440109,RPSNMLRLRHHFFBC28CA,C,信義區,3,2
440110,RPRPMLPLRHHFFBC18CA,C,中正區,3,3
440111,RPRNMLKLRHHFFBC47CA,C,信義區,3,3
440112,RPSOMLSKRHHFFBC38CA,C,中正區,4,3
440113,RPUNMLOLRHHFFBC18CA,C,仁愛區,3,2
440114,RPQNMLOJIIHFFBC76CA,C,信義區,3,2
440115,RPUNMLSJIIHFFBC57CA,C,中正區,3,3
440116,RPRNMLLKIIHFFBC66CA,C,信義區,3,8
440117,RPQNMLTKRHHFFCC38DA,C,安樂區,3,2
440118,RPRNMLOLRHHFFCC08DA,C,安樂區,3,8
440119,RPQNMLTKRHHFFCC48EA,C,安樂區,4,2
440120,RPTNMLKKIIHFFBC76CA,C,信義區,3,9
440121,RPTOMLNJIIHFFBC07CA,C,信義區,4,9
440122,RPWNMLKLRHHFFBC97CA,C,信義區,3,9
440123,RPPPMLPLRHHFFBC97CA,C,仁愛區,3,2
440124,RPVNMLQLRHHFFBC48CA,C,中正區,3,2
440125,RPQNMLMJIIHFFBC56CA,C,信義區,3,2
440126,RPQOMLLLRHHFFCC67CA,C,七堵區,1,4
440127,RPROMLOLRHHFFCC08CA,C,安樂區,3,9
440128,RPOOMLSKIIHFFCC27CA,C,安樂區,3,9
440129,RPUOMLSKIIHFFCC87CA,C,安樂區,3,9
440130,RPVOMLSKIIHFFCC97CA,C,安樂區,4,9
440131,RPSOMLOLRHHFFCC18CA,C,暖暖區,4,3
440132,RPPNMLMJIIHFFCC56CA,C,安樂區,3,8
440133,RPSPMLPLRHHFFCC38CA,C,安樂區,4,3
440134,RPUNMLQLRHHFFCC48CA,C,安樂區,3,2
440135,RPQNMLNJIIHFFCC76CA,C,暖暖區,3,9
440136,RPSNMLNJIIHFFCC96CA,C,暖暖區,3,9
440137,RPXNMLKLRHHFFCC18CA,C,安樂區,4,2
440138,RPOPMLPLRHHFFBC87CA,C,信義區,3,7
440139,RPTNMLTKRHHFFBC48CA,C,信義區,3,9
440140,RPROMLLLRHHFFBC67CA,C,仁愛區,3,2
440141,RPUOMLNJIIHFFBC17CA,C,信義區,4,9
440142,RPROMLNJIIHFFBC86CA,C,信義區,4,9
440143,RPSOMLNJIIHFFBC96CA,C,信義區,4,9
440144,RPSNMLKKIIHFFBC66CA,C,信義區,4,9
440145,RPOOMLLKIIHFFBC09CA,C,信義區,4,9
440146,RPRNMLLJIIHFFBC56CA,C,中正區,3,9
440147,RPPOMLTJIIHFFCC57EA,C,安樂區,3,3
440148,RPPNMLMLRHHFFCC67DA,C,安樂區,3,2
440149,RPQNMLPLRHHFFCC08DA,C,暖暖區,4,3
440150,RPPNMLMLRHHFFBC57DA,C,仁愛區,5,2
440151,RPTNMLPLRHHFFBC28DA,C,仁愛區,4,9
440152,RPWNMLTJIIHFFBC97DA,C,信義區,3,8
440153,RPQOMLPKIIHFFBC17DA,C,信義區,3,9
440154,RPUNMLPJIIHFFBC37DA,C,中正區,3,3
440155,RPUOMLPLRHHFFBC48DA,C,中正區,3,2
440156,RPQOMLKLRHHFFCC67DA,C,安樂區,3,2
440157,RPPNMLLLRHHFFCC57DA,C,安樂區,4,8
440158,RPOOMLLLRHHFFCC57DA,C,暖暖區,3,5
440159,RPPOMLTJIIHFFCC47DA,C,七堵區,3,3
440160,RPUNMLRJJIHFFCC77DA,C,暖暖區,4,3
440161,RPRNMLTJIIHFFBC37CA,C,中正區,3,9
440162,RPQOMLSJIIHFFBC27CA,C,中正區,3,2
440163,RPSOMLSJIIHFFBC47CA,C,中正區,3,2
440164,RPVNMLLKIIHFFBC07CA,C,中正區,4,7
440165,RPXNMLLKIIHFFBC27CA,C,信義區,3,8
440166,RPVNMLMKIIHFFBC17CA,C,中正區,3,9
440167,RPTNMLNJIIHFFBC96CA,C,中正區,3,2
440168,RPQNMLNJIIHFFBC66CA,C,中正區,3,3
440169,RPWNMLOJIIHFFBC37CA,C,中正區,3,2
440170,RPSNMLOLRHHFFBC97CA,C,中正區,3,2
440171,RPPNMLPLRHHFFBC77CA,C,信義區,3,9
440172,RPQNMLPLRHHFFBC87CA,C,信義區,3,9
440173,RPRNMLPLRHHFFBC97CA,C,中正區,3,4
440174,RPWNMLPLRHHFFBC48CA,C,中正區,3,8
440175,RPSNMLQLRHHFFBC18CA,C,中正區,4,3
440176,RPXNMLQLRHHFFBC68CA,C,信義區,3,2
440177,RPPOMLQLRHHFFBC97CA,C,仁愛區,3,2
440178,RPXNMLLLRHHFFCC28CA,C,七堵區,4,9
440179,RPUOMLOJIIHFFCC37CA,C,中山區,3,2
440180,RPRNMLNKIIHFFCC96CA,C,中山區,3,7
440181,RPWNMLSJIIHFFCC87CA,C,七堵區,3,2
440182,RPVNMLQLRHHFFCC58CA,C,安樂區,3,2
440183,RPXOMLPLRHHFFCC78CA,C,安樂區,4,3
440184,RPOPMLPLRHHFFCC97CA,C,七堵區,3,9
440185,RPUOMLTJIIHFFCC87CA,C,安樂區,3,3
440186,SPUOMLTJIIHFFCC97CA,C,安樂區,2,3
440187,RPVOMLOJIIHFFCC47CA,C,七堵區,3,8
440188,RPPNMLNJIIHFFCC66CA,C,安樂區,3,2
440189,RPPNMLRKIIHFFCC17CA,C,暖暖區,3,8
440190,RPROMLMLIIHFFCC07CA,C,安樂區,3,9
440191,RPTOMLPLRHHFFBC28CA,C,信義區,3,9
440192,RPPNMLPKIIHFFBC86CA,C,仁愛區,3,12
440193,RPXNMLPLRHHFFCC78DA,C,中山區,3,2
440194,RPOOMLPLRHHFFCC97DA,C,安樂區,3,7
440195,RPUPMLPLRHHFFCC68DA,C,安樂區,3,3
440196,RPWOMLPLRHHFFCC88EA,C,七堵區,1,4
440197,RPRNMLSLRHHFFCC58EA,C,七堵區,3,2
440198,RPPNMLLKIIHFFCC76EA,C,安樂區,3,2
440199,RPPNMLQLRHHFFCC08DA,C,暖暖區,1,4
440200,RPSNMLQLRHHFFCC38DA,C,安樂區,3,2
440201,RPSNMLMJIIHFFCC96DA,C,安樂區,3,2
440202,RPUNMLNJIIHFFCC27DA,C,安樂區,3,2
440203,RPVOMLQLRHHFFBC68DA,C,中正區,4,3
440204,RPRNMLOLRHHFFBC97DA,C,信義區,3,2
440205,RPVOMLNJIIHFFBC27CA,C,信義區,4,9
440206,RPQNMLKKIIHFFBC09CA,C,信義區,4,9
440207,RPRNMLKKIIHFFBC56CA,C,信義區,4,9
440208,RPPNMLSLRHHFFBC08CA,C,中正區,3,3
440209,RPRNMLQKIIHFFCC27CA,C,七堵區,3,8
440210,RPTOMLSKIIHFFCC77CA,C,安樂區,3,9
440211,RPUNMLOLRHHFFCC28CA,C,安樂區,3,9
440212,RPPNMLPLRHHFFCC87CA,C,中山區,4,9
440213,RPRNMLRLRHHFFCC28CA,C,安樂區,3,2
440214,RPTNMLQLRHHFFCC38CA,C,暖暖區,1,4
440215,RPXNMLMJIIHFFCC37CA,C,七堵區,3,8
440216,RPPNMLLJIIHFFCC09CA,C,七堵區,3,8
440217,RPPOMLNJIIHFFCC76CA,C,安樂區,3,2
440218,RPTNMLPJIIHFFCC27CA,C,七堵區,3,2
440219,RPXNMLSJIIHFFCC97CA,C,七堵區,3,2
440220,RPQNMLRKIIHFFCC27CA,C,安樂區,3,2
440221,RPUOMLRLRHHFFBC58CA,C,中正區,2,4
440222,RPXNMLRLRHHFFBC78CA,C,中正區,3,2
440223,RPUOMLSJIIHFFBC67CA,C,仁愛區,3,3
440224,RPVOMLSJIIHFFBC77CA,C,中正區,3,7
440225,RPRNMLRJIIHFFBC17CA,C,中正區,2,4
440226,RPUNMLRJIIHFFBC47CA,C,中正區,1,4
440227,RPWOMLNJIIHFFBC37CA,C,信義區,4,9
440228,RPQNMLQLRHHFFCC18DA,C,安樂區,4,3
440229,RPQOMLTJIIHFFCC57DA,C,安樂區,3,2
440230,RPQNMLOJIIHFFCC96DA,C,安樂區,4,2
440231,RPVNMLSKIIHFFCC97DA,C,安樂區,3,2
440232,RPVNMLSLRHHFFBC78DA,C,信義區,2,4
440233,RPWNMLMLIIHFFCC67EA,C,安樂區,3,9
440234,RPRNMLSLRHHFFBC28CA,C,中正區,3,7
440235,RPQQMLRKIIHFFCC57CA,C,暖暖區,3,9
440236,RPTNMLTJIIHFFCC67CA,C,七堵區,3,2
440237,RPPNMLQJIIHFFCC96CA,C,安樂區,3,7
440238,RPOOMLOJIIHFFCC76CA,C,中山區,3,2
440239,RPRNMLOJIIHFFCC96CA,C,暖暖區,4,3
440240,RPTNMLNJIIHFFCC07CA,C,安樂區,4,9
440241,RPQNMLSLRHHFFCC28CA,C,安樂區,3,3
440242,RPPOMLMJIIHFFCC66CA,C,安樂區,3,2
440243,RPTOMLPJJIHFFCC47CA,C,七堵區,4,9
440244,RPOOMLTJIIHFFCC27CA,C,安樂區,3,9
440245,RPXOMLSKIIHFFCC18CA,C,安樂區,3,9
440246,RPTPMLRKIIHFFCC77CA,C,安樂區,3,3
440247,RPQOMLSKIIHFFCC47CA,C,安樂區,3,9
440248,RPROMLSKIIHFFCC57CA,C,安樂區,4,9
440249,RPSOMLSKIIHFFCC67CA,C,安樂區,4,9
440250,RPSNMLMJIIHFFBC76CA,C,中正區,3,9
440251,RPQNMLLJIIHFFBC09CA,C,信義區,4,9
440252,RPSNMLOJIIHFFBC96CA,C,中正區,4,9
440253,RPUNMLOJIIHFFBC17CA,C,中正區,3,2
440254,RPWNMLNJIIHFFBC27CA,C,信義區,4,9
440255,RPXNMLNJIIHFFBC37CA,C,信義區,4,9
440256,RPWNMLSJIIHFFBC77CA,C,信義區,3,8
440257,RPWNMLMKIIHFFBC27CA,C,中正區,3,8
440258,RPOOMLSKIIHFFBC17CA,C,仁愛區,3,7
440259,RPPNMLMLIIHFFCC96EA,C,安樂區,3,2
440260,RPWNMLLKIIHFFCC37DA,C,安樂區,3,9
440261,RPRNMLSLRHHFFCC48DA,C,安樂區,4,9
440262,RPSNMLLJKHIFFBC96DA,C,信義區,3,8
440263,RPTNMLOJIIHFFBC17DA,C,中正區,4,3
440264,RPRNMLPKIIHFFBC07CA,C,中正區,3,3
440265,RPXNMLMKIIHFFBC37CA,C,信義區,3,9
440266,RPOOMLKKIIHFFBC98CA,C,信義區,3,9
440267,RPRNMLSKIIHFFCC47CA,C,暖暖區,4,2
440268,RPWNMLSKIIHFFCC97CA,C,安樂區,3,3
440269,RPTNMLPKIIHFFCC37CA,C,安樂區,3,3
440270,RPPNMLSJIIHFFCC17CA,C,七堵區,3,2
440271,RPQNMLMJIIHFFCC66CA,C,安樂區,3,3
440272,RPQOMLMJJIHFFCC86CA,C,暖暖區,4,3
440273,RPROMLMJJIHFFCC96CA,C,暖暖區,4,3
440274,RPPPMLMJJIHFFCC86CA,C,暖暖區,4,3
440275,RPQPMLMJJIHFFCC96CA,C,暖暖區,4,3
440276,RPRPMLMJJIHFFCC07CA,C,暖暖區,4,3
440277,RPQNMLSJIIHFFCC27CA,C,安樂區,3,2
440278,RPUNMLPKIIHFFCC47CA,C,安樂區,3,8
440279,RPUNMLRKIIHFFCC67CA,C,七堵區,3,2
440280,RPTNMLQKIIHFFCC47CA,C,七堵區,3,2
440281,RPOOMLMKIIHFFBC56CA,C,中正區,3,8
440282,RPSNMLRJIIHFFBC27CA,C,中正區,2,4
440283,RPTNMLRJIIHFFBC37CA,C,中正區,2,4
440284,RPPNMLRJIIHFFBC96CA,C,中正區,2,4
440285,RPQNMLRJIIHFFBC07CA,C,中正區,2,4
440286,RPQOMLNJIIHFFCC96DA,C,安樂區,3,9
440287,RPPNMLOJIIHFFCC86DA,C,安樂區,3,3
440288,RPPNMLKKIIHFFCC56DA,C,安樂區,3,3
440289,RPQNMLKKIIHFFCC66DA,C,安樂區,3,3
440290,RPPNMLNKIIHFFCC86DA,C,安樂區,3,9
440291,RPQNMLMKIIHFFCC96EA,C,七堵區,3,2
440292,RPOOMLNJIIHFFCC86EA,C,七堵區,1,4
440293,RPUOMLNLIIHFFCC67EA,C,安樂區,3,2
440294,RPPOMLKMIIHFFCC96EA,C,七堵區,4,9
440295,RPSNMLQLIIHFFBC57EA,C,中正區,3,9
440296,RPUOMLMJIIHFFBC27EA,C,信義區,3,2
440297,RPQNMLNKIIHFFCC96DA,C,安樂區,3,9
440298,RPUNMLPJIIHFFCC47DA,C,安樂區,4,2
440299,RPPOMLNJIIHFFBC76DA,C,中正區,4,3
440300,RPTNMLPJIIHFFBC27DA,C,中正區,3,3
440301,RPOOMLPJIIHFFBC86DA,C,中正區,3,3
440302,RPTOMLSJIIHFFBC67DA,C,信義區,1,4
440303,RPQNMLLKIIHFFBC66DA,C,中正區,1,4
440304,RPPNMLPJIIHFFBC76CA,C,中正區,3,5
440305,RPWNMLPJIIHFFBC47CA,C,中正區,3,2
440306,RPTNMLTJIIHFFBC57CA,C,仁愛區,3,9
440307,RPOOMLOLIIHFFBC86CA,C,信義區,4,3
440308,RPOOMLRKIIHFFCC17CA,C,七堵區,3,9
440309,RPTNMLOLIIHFFCC37CA,C,安樂區,3,2
440310,RPTNMLSJIIHFFCC57CA,C,七堵區,3,9
440311,RPWNMLNJIIHFFCC37CA,C,安樂區,3,2
440312,RPPNMLSLIIHFFCC37CA,C,暖暖區,3,9
440313,RPQNMLSLIIHFFCC47CA,C,暖暖區,4,3
440314,RPRNMLSLIIHFFCC57CA,C,七堵區,3,2
440315,RPPNMLLMIIHFFCC76CA,C,中山區,3,2
440316,RPQNMLMKIIHFFCC76CA,C,安樂區,3,7
440317,RPRNMLPJIIHFFCC07CA,C,暖暖區,3,2
440318,RPXNMLOLIIHFFBC67CA,C,中正區,3,2
440319,RPQNMLRKIIHFFBC17CA,C,中正區,3,3
440320,RPQNMLNKIIHFFBC76CA,C,中正區,3,7
440321,RPTNMLLMIIHFFBC07CA,C,中正區,4,3
440322,RPOOMLOJIIHFFBC76DA,C,信義區,3,9
440323,RPQNMLPJIIHFFBC96DA,C,信義區,3,2
440324,RPVNMLPKJIHFFCC87EA,C,中山區,3,8
440325,RPTOMLOJIIHFFCC47EA,C,暖暖區,4,9
440326,RPSNMLNLIIHFFBC27EA,C,中正區,3,2
440327,RPSNMLTJIIHFFBC57DA,C,信義區,2,4
440328,RPUNMLTJIIHFFBC77DA,C,中正區,2,4
440329,RPVNMLMKIIHFFCC37DA,C,安樂區,3,3
440330,RPXNMLMKIIHFFCC57DA,C,安樂區,3,3
440331,RPQNMLPJIIHFFCC07DA,C,暖暖區,3,9
440332,RPWNMLOLIIHFFBC57CA,C,中正區,3,3
440333,RPPOMLLKIIHFFBC56CA,C,信義區,4,9
440334,RPUNMLKKIIHFFBC86CA,C,信義區,4,9
440335,RPVNMLKKIIHFFBC96CA,C,信義區,3,9
440336,RPWNMLKKIIHFFBC07CA,C,信義區,3,9
440337,RPXNMLKKIIHFFBC17CA,C,信義區,3,9
440338,RPRNMLPJIIHFFBC96CA,C,中正區,2,4
440339,RPVNMLTJIIHFFCC87CA,C,七堵區,3,2
440340,RPPPMLNLIIHFFCC07CA,C,七堵區,3,2
440341,RPPOMLSKIIHFFCC37CA,C,安樂區,3,2
440342,RPUOMLPJJIHFFCC57CA,C,七堵區,4,9
440343,RPPOMLLJJIHFFCC66CA,C,暖暖區,4,3
440344,RPPNMLTJIIHFFCC27CA,C,暖暖區,3,3
440345,RPUOMLPKIIHFFCC57CA,C,安樂區,3,8
440346,RPSNMLLKIIHFFBC76CA,C,信義區,3,2
440347,RPVNMLRJIIHFFBC57CA,C,中正區,4,3
440348,SPVNMLRJIIHFFBC67CA,C,中正區,4,3
440349,RPOOMLNLIIHFFBC76CA,C,中正區,3,3
440350,RPPNMLMKIIHFFBC56CA,C,信義區,4,9
440351,RPSNMLMKIIHFFBC86CA,C,中正區,4,8
440352,RPXNMLPKIIHFFBC67CA,C,中正區,3,2
440353,RPOOMLPKIIHFFBC86CA,C,中正區,3,2
440354,RPPNMLRKIIHFFBC07CA,C,信義區,3,9
440355,RPRNMLTLIIHFFBC57CA,C,仁愛區,3,2
440356,RPWNMLQLIIHFFBC77CA,C,中正區,3,2
440357,RPRNMLTJIIHFFCC57DA,C,暖暖區,3,9
440358,RPSNMLTJIIHFFCC67DA,C,暖暖區,3,9
440359,RPXNMLTJIIHFFCC18DA,C,安樂區,3,9
440360,RPWNMLMLIIHFFBC47DA,C,中正區,4,3
440361,RPXNMLPJIIHFFBC67DA,C,信義區,3,2
440362,RPQNMLMKIIHFFBC76DA,C,中正區,2,4
440363,RPTOMLNLIIHFFCC57EA,C,安樂區,3,9
440364,RPROMLTJIIHFFCC77EA,C,暖暖區,3,9
440365,RPRNMLQKIIHFFBC27DA,C,信義區,4,9
440366,RPSNMLQKIIHFFBC37DA,C,中正區,4,9
440367,RPTNMLRKIIHFFBC57DA,C,信義區,3,2
440368,RPVNMLTJIIHFFBC87DA,C,中正區,3,2
440369,RPQNMLTJIIHFFBC37DA,C,中正區,3,2
440370,RPUNMLPKIIHFFBC47DA,C,中正區,3,7
440371,RPVNMLMLIIHFFBC37DA,C,中正區,4,3
440372,RPSNMLLKIIHFFCC96DA,C,安樂區,3,3
440373,RPTNMLLKIIHFFCC07DA,C,安樂區,3,2
440374,RPUNMLQKIIHFFCC67DA,C,安樂區,3,3
440375,RPQOMLLJJIHFFBC66CA,C,仁愛區,3,2
440376,RPPOMLPKIIHFFBC96CA,C,中正區,3,7
440377,RPROMLPKIIHFFBC17CA,C,信義區,3,2
440378,RPWNMLNLIIHFFBC47CA,C,中正區,3,3
440379,RPXNMLNLIIHFFBC57CA,C,仁愛區,3,7
440380,RPTNMLLKIIHFFBC86CA,C,中正區,4,3
440381,RPOOMLPKIIHFFCC96CA,C,暖暖區,4,2
440382,RPWNMLTJIIHFFCC97CA,C,七堵區,3,2
440383,RPTOMLLJJIHFFCC07CA,C,暖暖區,4,2
440384,RPQNMLMJJIHFFCC76CA,C,暖暖區,1,4
440385,RPVNMLLKIIHFFCC17CA,C,安樂區,3,9
440386,RPQNMLTKIIHFFCC47CA,C,安樂區,3,9
440387,RPSNMLTKIIHFFCC67CA,C,安樂區,3,9
440388,RPPOMLTKIIHFFCC47CA,C,安樂區,4,9
440389,RPOQMLTKIIHFFCC57CA,C,安樂區,3,9
440390,RPPNMLOLIIHFFCC96CA,C,七堵區,3,2
440391,RPWNMLPLIIHFFCC77CA,C,安樂區,4,9
440392,RPXNMLPLIIHFFCC87CA,C,安樂區,3,9
440393,RPSOMLMKIIHFFBC96CA,C,仁愛區,3,3
440394,RPPNMLKMIIHFFBC56CA,C,中正區,3,2
440395,RPSNMLQKIIHFFCC47DA,C,七堵區,1,4
440396,RPTOMLTKIIHFFCC97DA,C,安樂區,4,9
440397,RPPPMLTKIIHFFCC67DA,C,安樂區,4,9
440398,RPQNMLNLIIHFFBC96DA,C,中正區,3,3
440399,RPRNMLMKIIHFFBC86DA,C,中正區,2,4
440400,RPVNMLLJJIHFFCC37EA,C,安樂區,2,4
440401,RPPNMLQJJIHFFCC07CA,C,暖暖區,4,3
440402,RPQNMLQJJIHFFCC17CA,C,暖暖區,4,3
440403,RPWNMLLMIIHFFCC47CA,C,暖暖區,4,3
440404,RPXNMLLMIIHFFCC57CA,C,暖暖區,4,3
440405,RPOOMLLMIIHFFCC76CA,C,暖暖區,4,3
440406,RPQOMLLMIIHFFCC96CA,C,暖暖區,4,3
440407,RPROMLLMIIHFFCC07CA,C,暖暖區,4,3
440408,RPXNMLNLIIHFFCC67CA,C,安樂區,3,2
440409,RPRNMLOLIIHFFCC17CA,C,七堵區,3,2
440410,RPROMLTKIIHFFCC67CA,C,安樂區,3,9
440411,RPOPMLSKIIHFFCC37CA,C,安樂區,3,8
440412,RPQNMLQKIIHFFBC07CA,C,信義區,3,2
440413,RPWNMLPKIIHFFBC57CA,C,中正區,3,2
440414,RPQOMLLKIIHFFBC66CA,C,信義區,3,9
440415,RPTNMLMKIIHFFBC07DA,C,中正區,3,7
440416,RPTNMLQKIIHFFBC47DA,C,中正區,3,8
440417,RPTPMLTKIIHFFCC08DA,C,安樂區,4,9
440418,RPWPMLTKIIHFFCC38DA,C,安樂區,4,9
440419,RPWNMLNLIIHFFCC67DA,C,安樂區,3,2
440420,RPSNMLPKIIHFFCC37DA,C,安樂區,3,2
440421,RPTNMLMJJIHFFBC07DA,C,信義區,3,2
440422,RPXNMLMJJIHFFBC47DA,C,中正區,3,5
440423,RPRNMLRKIIHFFBC37DA,C,仁愛區,4,3
440424,RPQNMLPKIIHFFBC07DA,C,信義區,3,3
440425,RPTNMLPKIIHFFBC37DA,C,信義區,3,7
440426,RPVNMLSKIIHFFCC08EA,C,七堵區,3,8
440427,RPQOMLMKIIHFFBC76CA,C,中正區,3,3
440428,RPSNMLRKIIHFFBC37CA,C,信義區,4,3
440429,RPRNMLMJJIHFFBC76CA,C,仁愛區,4,9
440430,RPSNMLMLIIHFFCC07CA,C,七堵區,1,4
440431,RPUNMLPLIIHFFCC57CA,C,暖暖區,4,9
440432,RPQOMLQLIIHFFCC37CA,C,安樂區,3,3
440433,RPVNMLNLIIHFFCC47CA,C,暖暖區,3,3
440434,RPOOMLPLIIHFFCC07CA,C,安樂區,3,5
440435,RPPOMLPLIIHFFCC17CA,C,安樂區,3,5
440436,RPQPMLTKIIHFFCC67CA,C,安樂區,3,4
440437,RPOOMLTKIIHFFCC37CA,C,安樂區,3,2
440438,RPQPMLSKIIHFFCC57CA,C,安樂區,3,3
440439,RPSNMLRKIIHFFCC47CA,C,暖暖區,1,4
440440,RPVNMLQKIIHFFBC57CA,C,中正區,3,3
440441,RPPOMLOLIIHFFBC96CA,C,中正區,3,9
440442,RPPOMLOKJIHFFCC27EA,C,七堵區,3,2
440443,RPQNMLSKIIHFFBC37DA,C,信義區,3,8
440444,RPXRMLLJJIHFFBC77DA,C,中正區,3,3
440445,RPPNMLQKIIHFFCC17DA,C,安樂區,3,2
440446,RPQNMLQKIIHFFCC27DA,C,安樂區,3,2
440447,RPTNMLSKIIHFFCC77DA,C,安樂區,4,3
440448,RPXNMLOLIIHFFCC87DA,C,安樂區,2,4
